null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,86
65,97,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90
null,96,99,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,97
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,99
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,93
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,91
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,92
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81,58,64
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,95,52,64
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60,39,51
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,85,65,63
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63,61,65
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90,52,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78,63,86
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59,30,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,97,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,84,75,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57,81
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,93,71
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,89
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,82
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72,92,80,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,83,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,80,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,68,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,80,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,83,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,64,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
98,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
46,56,76,81,88,96,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
98,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,96,82,80,73
null,null,null,null,null,null,null,null,null,null,null,null,null,null,86,56,68,74,63,47
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100,77,70,73,71
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72,70,89
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69,56,97
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,99,null,57
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,97,88,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,87,null,null,84,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,99,53,57,70,76,86,80,93,null,null,null,null
null,null,null,null,null,null,null,null,49,26,34,50,56,79,68,97,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,98,80,92,null,null,null
null,null,null,null,null,null,null,null,null,56,64,100,95,96,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,41,43,46,55,72,78,98,null,null,null,null
null,null,null,null,null,null,null,null,67,23,35,38,65,62,43,69,null,null,null,null
null,null,null,null,null,null,null,null,93,66,39,53,63,76,62,58,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,85,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,27,17,19,20,16,27,49,56,68
null,null,null,null,null,null,null,null,null,null,83,16,6,9,11,14,28,54,85,null
null,null,null,null,null,null,null,null,null,null,null,null,68,77,38,22,24,35,32,29
null,null,null,null,null,null,null,null,null,null,97,21,19,19,18,22,40,57,61,69
